,Euc_Distance
1139,98.0516794277243
1140,106.50249510475021
1141,38.05370664902886
1142,19.414759132492883
1143,33.145057276188105
1144,36.19275426488829
1145,33.80390319142327
1146,36.19275426488829
1147,41.487579054546075
1148,40.73680608751603
1149,39.16740827249901
1150,39.35767182397653
1151,36.05869306459485
1152,41.72239390888556
1153,80.14040638490725
1154,82.53215619444538
1155,84.70956259094784
1156,80.92790070094198
1157,82.3725683370234
1158,84.70956259094784
1159,82.9753844665531
1160,83.63817439219505
1161,76.91971192010008
1162,27.872518111966798
1163,95.24770970393443
1164,95.04091851095333
1165,58.03723703870148
1166,65.97513675503589
1167,95.57916927640747
1168,50.00541657757668
1169,76.91971192010008
1170,125.2624075987403
1171,98.84662196621112
1172,115.54547313165486
1173,86.95039245085735
1174,67.43651063059856
1175,91.34773544550303
1176,73.27753905375098
1177,10.631999476636501
1178,45.49614288206953
1179,26.04230922366078
1180,42.46341952894744
1181,22.863606409492384
1182,35.53954965594383
1183,41.58645993942089
1184,36.05869306459485
1185,40.87715498089698
1186,33.518663826504266
1187,33.38603150988534
1188,34.0389990977101
1189,35.48226887442577
1190,41.46229730013664
1191,39.810374732595214
1192,40.62643970784477
1193,30.30577535221612
1194,28.340765562479923
1195,29.49307120432508
1196,30.524211132344842
1197,30.524211132344842
1198,29.14260400109516
1199,82.53215619444538
1200,84.70956259094784
1201,84.70956259094784
1202,84.70956259094784
1203,82.9753844665531
1204,104.68224297819614
1205,104.68224297819614
1206,127.46044532325548
1207,129.66342281065963
1208,129.1352799800504
1209,130.0904727132258
1210,16.88607044715543
1211,21.331168122114907
1212,21.331168122114907
1213,21.963026149987368
1214,72.33890920065701
1215,89.01161547973665
1216,89.01161547973665
1217,91.02724976529713
1218,86.95978877717648
1219,33.662177114894725
1220,19.414759132492883
1221,33.145057276188105
1222,33.80390319142327
1223,103.86848268102955
1224,103.39522980374788
1225,103.39522980374788
1226,101.65627700729945
1227,106.50249510475021
1228,94.95103749780596
1229,91.45887786623689
1230,93.80233835386801
1231,97.19253706292203
1232,95.55121621562104
1233,94.6692372182695
1234,55.35692139921839
1235,75.95594424101573
1236,72.79763971908777
1237,55.17740649922963
1238,76.01775147024061
1239,47.71556135910812
1240,55.07160858561028
1241,65.97513675503589
1242,39.6610076095445
1243,82.92693109007908
1244,79.29506462065754
1245,74.69608091656642
1246,73.75096420853768
1247,78.56749418147875
1248,145.238672376875
1249,126.27219472318184
1250,122.77472163689583
1251,122.4118564251037
1252,145.68355964536354
1253,118.54390424171508
1254,109.91891519112322
1255,110.76368517035819
1256,109.91891519112322
1257,107.00709761883138
1258,109.99300036304045
1259,109.99300036304045
1260,118.17954859702185
1261,111.85951393294567
1262,109.22566965008349
1263,86.39919346698488
1264,104.74372134773445
1265,24.132760224081586
1266,27.872518111966798
1267,27.946412663630568
1268,22.288481180837675
1269,18.810775482701473
1270,98.46845081566191
1271,98.30662239517898
1272,89.69678023951909
1273,93.829499511425
1274,101.0081695909236
1275,98.30662239517898
1276,40.832764371325084
1277,44.56191820138161
1278,103.86848268102955
1279,103.39522980374788
1280,98.0516794277243
1281,105.10930583499352
1282,106.50249510475021
1283,86.95978877717648
1284,84.70956259094784
1285,84.70956259094784
1286,78.20062955546628
1287,102.40770606479376
1288,104.68224297819614
1289,105.7145935134644
1290,31.38697050598945
1291,18.473824228898465
1292,27.946412663630568
1293,27.872518111966798
1294,18.810775482701473
1295,18.810775482701473
1296,50.00541657757668
1297,50.040955497470684
1298,50.040955497470684
1299,55.07160858561028
1300,93.42368474911979
1301,86.95039245085735
1302,86.95039245085735
1303,96.34964612153544
1304,82.53215619444538
1305,86.95039245085735
1306,82.9753844665531
1307,95.57916927640747
1308,89.48062026520616
1309,83.37426097122835
1310,129.66342281065963
1311,131.6512815412308
1312,127.46044532325548
1313,130.93545160803055
1314,70.1590463490602
1315,53.247766399047556
1316,71.00062581307161
1317,59.751513013572385
1318,35.53954965594383
1319,38.13723764046
1320,42.88832569966228
1321,42.18739567818737
1322,40.38837522950575
1323,39.23900042434864
1324,41.19703270576244
1325,40.832764371325084
1326,39.16740827249901
1327,44.56191820138161
1328,76.1195013823201
1329,68.62259851890994
1330,65.40543369105222
1331,50.84093987538504
1332,60.021629553933
1333,49.53645341726143
1334,52.34642471228233
1335,53.97346500779966
1336,149.24879695613984
1337,109.22566965008349
1338,145.07596087992601
1339,149.24879695613984
1340,119.62865804624934
1341,127.65456505216312
1342,72.33890920065701
1343,72.33890920065701
1344,40.38837522950575
1345,89.65189462928141
1346,94.95103749780596
1347,91.45887786623689
1348,93.80233835386801
1349,91.12596012207428
1350,91.12596012207428
1351,94.1649985429122
1352,276.20611494292734
1353,95.55121621562104
1354,95.03398768038426
1355,31.28297664261823
1356,30.524211132344842
1357,26.340876643160122
1358,29.14260400109516
1359,29.7685363427645
